anchor_num,filename,correct_answer,option1,option2,option3,chart_column,trend_year,ranking_year,option_type,modality_order_type,library,chart_type
527,EpnXqR0wa4OZ.png,3,"Among companies, WARNER BROS DISCOVERY INC. possessed the highest oibdp value in 2020.","In a highly competitive sector, WARNER BROS DISCOVERY INC operates alongside numerous retailers, including Walmart, Target, Kroger, and Amazon.",WARNER BROS DISCOVERY INC is the organization with capx values below 2291 in 2023.,oibdp,"(2019, 2023)",2020,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, text, table",seaborn,pie
478,9iW4XDvipPMM.png,1,SALESFORCE INC. is the organization with nopi values exceeding 1142 in the year 2020.,SALESFORCE INC. is the organization with the highest aoloch value recorded in 2022.,"California homeowners receive coverage for earthquake damage from VERIZON COMMUNICATIONS INC through the California Earthquake Authority, and the company is liable for assessments from this organization.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",matplotlib,line
707,ua53V8EMm3fY.png,"1, 2","To address the growing demand for high-speed connectivity, VERIZON COMMUNICATIONS INC is transitioning from traditional copper-based products to a fiber-based network.",VERIZON COMMUNICATIONS INC. is the organization where adding the dpact value for 2021 and the dpact value for 2022 results in a total of 390456.0.,ALLSTATE CORP. holds the position as the organization with the minimal aoloch value in 2023.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, table, chart",plotly,bar
510,isHsBgWgQttH.png,3,"Numerous laws and regulations at the federal, state, and local levels must be complied with by MONDELEZ INTERNATIONAL INC.",The organization with txt values below 23.8 in the year 2019 is WORLD KINECT CORP.,WORLD KINECT CORP is the organization with the maximum sale value in 2022.,sale,"(2019, 2023)",2022,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",matplotlib,bar
592,3rPh1scYBD0k.png,"2, 3",BOEING CO. holds the distinction of having the greatest oiadp value in 2020.,Accruals for legal matters are set up by COSTCO WHOLESALE CORP when the loss contingencies are probable and can be reasonably estimated.,COSTCO WHOLESALE CORP. is the organization with at values below 82675 in 2019.,oiadp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, text, table",plotly,line
706,HiJRZFbOlTVI.png,"1, 2",The evaluation of the acquired assets and liabilities is anticipated by SALESFORCE INC to be completed within one year following the acquisition date.,SALESFORCE INC. is the organization where subtracting the dpact value for 2022 from the dpact value for 2021 results in -301.0.,ENERGY TRANSFER LP holds the highest fopo value in 2022.,fopo,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","text, table, chart",seaborn,bar
305,KWGza6cfunT8.png,1,MONDELEZ INTERNATIONAL INC. is the corporation where subtracting the oancf value in 2023 from the oancf value in 2020 results in -750.0.,ENERGY TRANSFER LP is the organization that demonstrated an unbroken upward trend in act values from 2019 to 2023.,The operational outcomes of an acquired company are incorporated into WARNER BROS DISCOVERY INC's financial results beginning from the date of acquisition.,act,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, chart, text",seaborn,scatter
616,tEJe7UPfvwnc.png,"1, 2, 3",BUNGE GLOBAL SA has the minimum aoloch value in 2022.,BUNGE GLOBAL SA is the organization with siv values below 678 in 2020.,"The value of investments in private equity, private debt, real estate, real assets, and hedge funds is assessed by BOEING CO through evaluations conducted by the General Partner, the fund manager, or a third-party administrator.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",seaborn,scatter
550,6VIgtiNz6TiA.png,"1, 2",SALESFORCE INC. holds the highest aoloch value among organizations in 2020.,"In 2023, VERIZON COMMUNICATIONS INC. is identified as the corporation with ibc values exceeding 8115.5.",Accrued interest receivable is accounted for by SALESFORCE INC along with the corresponding receivable under the same line item.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",seaborn,bar
56,sFIApGHxmIXo.png,"1, 3","Over the upcoming twelve months, ABBOTT LABORATORIES anticipates that unrecognized tax benefits may decrease by an amount between $70 million and $430 million.",SALESFORCE INC. is the firm with the largest oancf value in 2019.,ENTERPRISE PRODCT PARTNRS LP is the organization with oiadp values exceeding 5316.55 in the year 2019.,oancf,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, chart, table",plotly,bar
274,t4rCu3tcYWpV.png,none,"Utilizing costs determined through actuarial methods during the employee service attribution periods, SALESFORCE INC builds reserves for pension and post-employment benefits.",ABBOTT LABORATORIES is the organization where subtracting the 2020 lco value from the 2019 lco value equals -482.0.,ABBOTT LABORATORIES is the organization that shows a consistently downward trend in aoloch values from 2019 to 2022.,aoloch,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, table, chart",matplotlib,line
520,qAKjc1QOztOW.png,3,ENTERPRISE PRODCT PARTNRS LP is the organization whose xsga values exceeded 3291.5 in 2020.,MONDELEZ INTERNATIONAL INC. is the organization with the greatest sale value in 2023.,Revenue from fuel sales and services is accounted for on a gross basis by WORLD KINECT CORP because control over the products or services is maintained prior to delivery.,sale,"(2019, 2023)",2023,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",plotly,pie
518,0fFh7IFQFxvp.png,3,BOEING CO is the organization with intan values below 6973 in the year 2020.,"Significant purchase commitments not included in the Consolidated Statements of Financial Position, primarily linked to inventory procurement agreements, are held by SALESFORCE INC.","In the year 2020, the smallest aoloch value was recorded by BOEING CO.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, text, chart",plotly,bar
330,0QYmEAD2dsdr.png,2,WORLD KINECT CORP is the organization that demonstrated a consistently upward trend in sale values from 2019 to 2023.,Liquidity is regarded by WORLD KINECT CORP as a crucial priority when it comes to financing working capital and strategic investments.,ENTERPRISE PRODCT PARTNRS LP is the organization where the difference between the che value for 2020 and the che value for 2019 is 2322.0.,sale,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, text, table",seaborn,scatter
742,UvooIetcWBja.png,"1, 3",BUNGE GLOBAL SA is the organization with the smallest oibdp value in 2019.,Transaction gains or losses for monetary assets and liabilities not expressed in the entity's functional currency are documented by ALLSTATE CORP.,ALLSTATE CORP is the organization where the 2023 ao value combined with the 2020 ao value equals 21012.0.,oibdp,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Ranking'}","chart, text, table",plotly,line
464,R1GNBj1eJ6NL.png,none,ALLSTATE CORP is the organization with the highest aoloch value in 2020.,VERIZON COMMUNICATIONS INC. is the organization with spi values exceeding -127 in 2021.,"80.0% of its consolidated revenue is derived by VERIZON COMMUNICATIONS INC from the Allstate Protection segment, which primarily offers auto and homeowners insurance.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","chart, table, text",seaborn,scatter
10,LBFWe9IJYDIx.png,none,"When substantial limitations on underwriting and pricing strategies are enforced by states, the profitability of BOEING CO might be undermined.",SALESFORCE INC. is the organization with ivncf values exceeding -3706 in 2020.,ALLSTATE CORP is the organization that showed a consistent increase in oibdp values from 2019 to 2021.,oibdp,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",matplotlib,bar
191,19FVEkKksAMc.png,"1, 2",The total acquisition cost for ABBOTT LABORATORIES to purchase St. Jude Medical amounted to $23.6 billion.,SALESFORCE INC. is the company that showed a consistent increase in oancf values from 2020 to 2022.,ABBOTT LABORATORIES is the organization whose che values in 2022 fall below 5188.,oancf,"(2020, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, chart, table",plotly,line
337,BFNBi36JUXnN.png,3,"Due to lowered expected future revenues, SALESFORCE INC faced a $172 million impairment on its equity method investment in HPC.",SALESFORCE INC. is the organization where the ap value for 2021 plus the ap value for 2023 amounts to 13497.0.,SALESFORCE INC. is the organization recognized for having a consistently upward trend in oancf values from 2019 to 2022.,oancf,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","text, table, chart",seaborn,bar
334,ENNW0Mlo0slq.png,2,WARNER BROS DISCOVERY INC is the organization that showed a consistently upward trend in oibdp values from 2019 to 2022.,COSTCO WHOLESALE CORP is the organization where the sum of the cogs value for 2019 plus the cogs value for 2023 equals 341903.0.,Natural gasoline is primarily utilized by WARNER BROS DISCOVERY INC as a component for blending with motor gasoline and as a diluent in the transportation of crude oil.,oibdp,"(2019, 2022)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",seaborn,bar
241,Kv1yo8LokPb8.png,"2, 3",SALESFORCE INC. is the organization having nopi values below 192 in 2019.,SALESFORCE INC. is the firm that showed a consistently downward trend in aoloch values from 2019 to 2023.,"In its Consolidated Statements of Operations, ALLSTATE CORP records the net expenses for defined benefit plans, including service and interest expenses, expected return on plan assets, and the amortization of prior service credits.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, chart, text",seaborn,scatter
534,AN3U358BKrap.png,"1, 2",Discontinued intangible assets of SALESFORCE INC included $826 million for developed technology and $366 million linked to customer relationships.,SALESFORCE INC. is the organization in 2022 with dltr values below 726.,BUNGE GLOBAL SA is the organization with the highest aoloch value in 2022.,aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",plotly,bar
388,Yt1je1YFGE9s.png,"1, 3",SALESFORCE INC. is the organization where the 2020 nopi value minus the 2022 nopi value equals 2264.0.,"The products and services of ALLSTATE CORP's Business segment are organized based on different customer categories, including Small and Medium Businesses as well as the Public Sector.",SALESFORCE INC. is the organization showing a steadily declining pattern in aoloch values from 2021 to 2023.,aoloch,"(2021, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","table, text, chart",seaborn,scatter
114,trDwl8lAH71U.png,none,ALLSTATE CORP. is the organization that has shown a consistently rising trend in oibdp values from 2020 through 2023.,"Since the collateral values exceeded the carrying values of the receivables, COSTCO WHOLESALE CORP did not record any allowance for losses on impaired receivables.",ALLSTATE CORP is the organization with dltt values exceeding 31732.5 in 2022.,oibdp,"(2020, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","chart, text, table",seaborn,scatter
219,wdF8fe7kl8cQ.png,"1, 3",ENERGY TRANSFER LP is the organization with dpact values exceeding 25021.5 in 2023.,ENERGY TRANSFER LP is the firm with oancf values that consistently rise from 2019 to 2023.,"The non-cancelable nature of the subscription service contracts of SALESFORCE INC is predominant, and these contracts do not include any conditions for refunds.",oancf,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","table, chart, text",seaborn,scatter
164,sJn743YrNDvt.png,3,"If production rates decrease or if there are further delays in deliveries, BUNGE GLOBAL SA anticipates that potential losses from the 787 program could be significant.",BUNGE GLOBAL SA is the organization whose ppent values exceed 8909 in 2023.,BUNGE GLOBAL SA is the organization that showed a consistently upward trend in oibdp values from 2019 to 2021.,oibdp,"(2019, 2021)",0,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Trend'}","text, table, chart",plotly,scatter
589,FOWYJF28L6by.png,"2, 3",MONDELEZ INTERNATIONAL INC. is the organization with lt values below 20002.1 in the year 2019.,"In the year 2019, the entity MONDELEZ INTERNATIONAL INC. recorded the smallest sale value.","As a response to COVID-19, MONDELEZ INTERNATIONAL INC prioritizes employee safety and supports the global food supply chain.",sale,"(2019, 2023)",2019,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","table, chart, text",plotly,line
532,NFFcOgJYYKRR.png,"1, 2",The main marketing initiatives for nutritional products by ABBOTT LABORATORIES target both consumers and healthcare professionals.,ABBOTT LABORATORIES is the organization whose cogs values were below 20950 in 2020.,COSTCO WHOLESALE CORP is the organization with the largest oibdp value in 2021.,oibdp,"(2019, 2023)",2021,"{'Text': 'Only_Text', 'Table': 'Conditional_Threshold', 'Chart': 'Ranking'}","text, table, chart",matplotlib,line
421,OjWG4G461L0r.png,"2, 3",ABBOTT LABORATORIES is the organization that showed a persistently declining pattern in aoloch values from 2019 to 2023.,SALESFORCE INC is the organization where the difference between the intan value in 2023 and the intan value in 2019 is 28764.0.,"SALESFORCE INC enables sales teams to manage and automate their entire sales processes, regardless of the company's size or the industry in which it operates.",aoloch,"(2019, 2023)",0,"{'Text': 'Only_Text', 'Table': 'Arithmetic', 'Chart': 'Trend'}","chart, table, text",seaborn,line
