anchor_num,filename,correct_answer,option1,option2,option3,chart_column,text_chart_trend_year,option_type,modality_order_type,library,chart_type,ranking_year
692,h4Ry7somZqHe.png,"1, 2, 3",BUNGE GLOBAL SA is identified as the company with the highest oibdp value in the years when the sum of the recch value and the oancf value exceeds 1249.5.,"Other revenue is acknowledged by the organization when performance obligations have been satisfied, specifically where the spi value for 2019 minus the spi value for 2021 equals 53.0.","As of the latest reporting date, the organization had $566 million in advances to suppliers outstanding, having shown a consistently upward trend in oibdp values from 2019 to 2022.",oibdp,"(2019, 2022)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Table+Chart, Text+Table, Text+Chart",seaborn,bar,0
540,WAZvXFdT5WiN.png,"2, 3",ABBOTT LABORATORIES is the firm with a capx value below 2587.35 and an oancf value that has consistently risen every year.,Providing resources and initiatives aimed at decreasing customer turnover and encouraging the successful implementation of their solutions is the organization that demonstrated a persistently upward trajectory in oancf values between 2019 and 2022.,Resources and initiatives aimed at lowering customer attrition and enhancing successful adoption of their solutions are provided by the organization where the ap value for 2023 minus the ap value for 2020 is 1423.0.,oancf,"(2019, 2022)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Table+Chart, Text+Chart, Text+Table",plotly,bar,0
701,hb021OZfqZm4.png,1,"Solutions tailored to specific industries to address client requirements in fields such as financial services, healthcare, and manufacturing are delivered by the organization with the smallest aoloch value in 2021.","Tailored industry-specific solutions are delivered by the organization, where the ceq value for 2022 minus the ceq value for 2020 amounts to 23302.0, to address the requirements of clients in industries such as financial services, healthcare, and manufacturing.",VERIZON COMMUNICATIONS INC. is the company for every year with the lo value below 42367.5 and an aoloch value that consistently declined.,aoloch,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Text+Table, Table+Chart",seaborn,line,0
2,1r7dHPEbPxTa.png,none,ALLSTATE CORP is the organization for every year where the total sum of niadj values exceeds -6988 and oiadp values are consistently increasing.,"Compiling its Consolidated Financial Statements in accordance with GAAP, the organization that showed a consistently upward trend in oiadp values from 2019 to 2022 also provides some non-GAAP financial details as a supplement.",Various governance documents are offered on its Investor Relations webpage by the organization with fincf values exceeding 2484 in 2019.,oiadp,"(2019, 2022)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Table+Chart, Text+Chart, Text+Table",seaborn,bar,0
124,nqMhKrdcSCpb.png,"1, 2","Each year, the organization with a consistently upward trend in sale values from 2020 to 2023 conducts a qualitative assessment of its non-amortizable intangible assets to evaluate any potential impairment and performs quantitative testing if necessary.",MONDELEZ INTERNATIONAL INC. is the organization with the ppent value below 23325.7 and a sale value that steadily rose for every year.,"Each year, the organization with oancf values exceeding 6326.75 in 2021 conducts a qualitative assessment to evaluate its non-amortizable intangible assets for impairment and performs quantitative testing if necessary.",sale,"(2020, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Table+Chart, Text+Table",plotly,line,0
519,0FFiaDLEeRQQ.png,3,"On a year-over-year basis, a $1.12 billion increase in expenditures for consolidated property, plant, and equipment was observed by the organization that experienced a consistently rising trend in sale values from 2021 to 2023.",Non-GAAP modifications related to expenses associated with the Simplify to Grow Program are incorporated by the organization in which subtracting the seq value for 2023 from the seq value for 2019 results in -52.6.,"MONDELEZ INTERNATIONAL INC. is the company where, during every year, the lt value exceeds 23414.2 and where the sale value shows a consistent upward trend.",sale,"(2021, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Trend'}","Text+Chart, Text+Table, Table+Chart",matplotlib,scatter,0
563,uqi3ZLCIrOZR.png,2,BUNGE GLOBAL SA is the organization with the maximum oiadp value in the years when the ceq value of BUNGE GLOBAL SA falls below 5301.,"An authorized repurchase plan for common stock up to $20,000, which is currently paused, is held by the company with the 2022 ap value plus the 2023 ap value totaling 22164.0.","An approved repurchase plan for common stock up to $20,000, currently on hold, belongs to the organization that showed a continual upward trend in oiadp values from 2020 to 2023.",oiadp,"(2020, 2023)","{'Text+Table': 'arithmetic', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Table+Chart, Text+Table, Text+Chart",plotly,bar,0
167,z3FkX3m7f9dc.png,3,"The organization with niadj values exceeding 11775 in its attrition rate gained an advantage in 2021 from the shift towards enterprise and global markets, which are characterized by longer contract lengths.",VERIZON COMMUNICATIONS INC holds the highest aoloch value in the years when its ap value exceeds 9385.5.,"Advantages were gained by the organization exhibiting a consistently declining trend in aoloch values from 2021 to the 2023 attrition rate, as it transitioned toward enterprise and international markets characterized by extended contract periods.",aoloch,"(2021, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Text+Table, Table+Chart, Text+Chart",matplotlib,scatter,0
187,cV7TU0fXyakX.png,"2, 3","In years where the ivaco value surpasses 295 for ENERGY TRANSFER LP, ENTERPRISE PRODCT PARTNRS LP stands as the organization with the highest act value.","Evaluated on a Pro Forma Combined basis, the Adjusted EBITDA of the organization with act values showing a consistently upward trend from 2019 to 2023 increased to $10,051 million.","Should market conditions necessitate additional NGL transportation capacity, the organization with ao values below 1220 in 2021 has the option to revert the Midland-to-ECHO 2 Pipeline to NGL service.",act,"(2019, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'conditional_threshold_and_Ranking'}","Table+Chart, Text+Chart, Text+Table",plotly,bar,0
234,4SVACQ90vd33.png,"2, 3",Propylene manufacturing plants that incorporate fractionation units and a PDH facility are run by the organization with cogs values below 11960 in 2022.,"SALESFORCE INC. is the company, for every year, where the total sum of intan values exceeds 131730.35, and oancf values consistently rise.","Offering Service Cloud, which enables customer service representatives to connect with customers through various channels, is a company that has shown a consistently upward trend in oancf values from 2020 to 2023.",oancf,"(2020, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Table+Chart, Text+Chart",plotly,scatter,0
271,wBZ5JLgSdJRI.png,"1, 2",An array of network connectivity products is provided by the organization with aco values exceeding 4534 in 2020 to support connections for enterprise and business clients.,"In response to the COVID-19 pandemic, measures driven by its fundamental values have been enacted by the organization that showed a consistently declining trend in aoloch values from 2021 to 2023.",BOEING CO is identified as the company with the smallest aoloch value in the years when the ib value minus the ap value for BOEING CO is greater than -13824.5.,aoloch,"(2021, 2023)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Text+Chart, Table+Chart",matplotlib,line,0
86,3BB5fueebib5.png,2,"Various trademarks, such as US Foods®, Food Fanatics®, and Chef’Store®, have been filed by the organization where the ap value for 2022 minus the ap value for 2020 equals 1353.0.",Impairment losses are determined by the organization with the minimum sale value in 2019 by calculating how much the asset's carrying value surpasses its approximate fair value.,ABBOTT LABORATORIES continues to be the firm with the lowest sale value throughout the years when the dltr value minus the nopi value for ABBOTT LABORATORIES exceeds 2431.5.,sale,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Table, Text+Chart, Table+Chart",seaborn,scatter,0
861,b4gLMMqFvrG3.png,2,A range of derivative instruments is utilized by the organization with the smallest sale value in 2021 to manage its exposure to fluctuations in interest rates on its borrowings.,"A range of derivative instruments is used by the organization to manage the risk related to fluctuations in interest rates on its borrowings, where the sum of the 2022 dltt value and the 2021 dltt value is equivalent to 55366.1.",WORLD KINECT CORP has the lowest sale value in the years when the lt value minus the fincf value exceeds 5757.3.,sale,none,"{'Text+Table': 'arithmetic', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Text+Table, Table+Chart",matplotlib,line,0
214,pb8iPTnJLZFH.png,3,Involved in natural gas processing and related NGL marketing activities is the company that showed a consistently increasing trend in act values from 2019 to 2022.,"In 2022, the organization adopts the Hypothetical Liquidation at Book Value approach for certain equity method investments when rect values are below 7296.",WARNER BROS DISCOVERY INC is the organization whose cumulative total of dltt values remains below 196526.7 and whose act values exhibit continuous growth for every year.,act,"(2019, 2022)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Chart, Text+Table, Table+Chart",plotly,bar,0
397,5zKUtCi62q1R.png,none,"In 2023, a Service offering that facilitates personalized customer assistance across various channels is delivered by the organization with oancf values exceeding 23854.5.",ALLSTATE CORP is the organization where the cumulative sum of ibc values remains below 52291.5 and the aoloch values are consistently declining for every year.,"In 2022, the organization with the minimal aoloch value is ranked as a top roadside assistance provider in North America.",aoloch,none,"{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Ranking', 'Table+Chart': 'arithmetic_and_Trend'}","Text+Table, Table+Chart, Text+Chart",matplotlib,scatter,0
275,olqMoadBFA0I.png,"1, 2","Between 2019 and 2021, the organization that showed a consistent downward trend in aoloch values might consider securing extra financing for prospective acquisitions or investments.",BOEING CO is the company with the largest aoloch value throughout the years when the sum of the ivao value plus the lo value for SALESFORCE INC exceeds 6654.,"In 2020, the organization with lo values exceeding 51368 might consider obtaining additional financing to support future acquisitions or investments.",aoloch,"(2019, 2021)","{'Text+Table': 'conditional_threshold', 'Text+Chart': 'Trend', 'Table+Chart': 'arithmetic_and_Ranking'}","Text+Chart, Table+Chart, Text+Table",matplotlib,line,0
